id,x,y,z,grainId,colorRGB,energy
412,0,13,22,16,204 0 255,0
413,0,13,23,16,204 0 255,0
414,0,13,24,16,204 0 255,0
415,0,13,25,16,204 0 255,2
416,0,13,26,12,0 101 255,2
417,0,13,27,12,0 101 255,1
418,0,13,28,12,0 101 255,1
419,0,13,29,12,0 101 255,2
420,0,14,0,11,0 178 255,0
421,0,14,1,11,0 178 255,1
422,0,14,2,11,0 178 255,1
423,0,14,3,11,0 178 255,1
424,0,14,4,11,0 178 255,2
425,0,14,5,19,255 0 76,2
426,0,14,6,19,255 0 76,2
427,0,14,7,16,204 0 255,2
428,0,14,8,16,204 0 255,1
429,0,14,9,16,204 0 255,1
430,0,14,10,16,204 0 255,1
431,0,14,11,16,204 0 255,1
432,0,14,12,16,204 0 255,1
433,0,14,13,16,204 0 255,1
434,0,14,14,16,204 0 255,0
435,0,14,15,16,204 0 255,0
436,0,14,16,16,204 0 255,0
437,0,14,17,16,204 0 255,0
438,0,14,18,16,204 0 255,0
439,0,14,19,16,204 0 255,0
440,0,14,20,16,204 0 255,0
441,0,14,21,16,204 0 255,0
442,0,14,22,16,204 0 255,0
443,0,14,23,16,204 0 255,0
444,0,14,24,16,204 0 255,0
445,0,14,25,16,204 0 255,0
446,0,14,26,16,204 0 255,1
447,0,14,27,16,204 0 255,1
448,0,14,28,16,204 0 255,1
449,0,14,29,16,204 0 255,2
450,0,15,0,11,0 178 255,0
451,0,15,1,11,0 178 255,0
452,0,15,2,11,0 178 255,0
453,0,15,3,11,0 178 255,0
454,0,15,4,11,0 178 255,0
455,0,15,5,11,0 178 255,1
456,0,15,6,11,0 178 255,2
457,0,15,7,16,204 0 255,1
458,0,15,8,16,204 0 255,0
459,0,15,9,16,204 0 255,0
460,0,15,10,16,204 0 255,0
461,0,15,11,16,204 0 255,0
462,0,15,12,16,204 0 255,0
463,0,15,13,16,204 0 255,0
464,0,15,14,16,204 0 255,0
465,0,15,15,16,204 0 255,0
466,0,15,16,16,204 0 255,0
467,0,15,17,16,204 0 255,0
468,0,15,18,16,204 0 255,0
469,0,15,19,16,204 0 255,0
470,0,15,20,16,204 0 255,0
471,0,15,21,16,204 0 255,0
472,0,15,22,16,204 0 255,0
473,0,15,23,16,204 0 255,0
474,0,15,24,16,204 0 255,0
475,0,15,25,16,204 0 255,0
476,0,15,26,16,204 0 255,0
477,0,15,27,16,204 0 255,0
478,0,15,28,16,204 0 255,0
479,0,15,29,16,204 0 255,1
480,0,16,0,11,0 178 255,0
481,0,16,1,11,0 178 255,0
482,0,16,2,11,0 178 255,0
483,0,16,3,11,0 178 255,0
484,0,16,4,11,0 178 255,0
485,0,16,5,11,0 178 255,0
486,0,16,6,11,0 178 255,1
487,0,16,7,16,204 0 255,1
488,0,16,8,16,204 0 255,0
489,0,16,9,16,204 0 255,0
490,0,16,10,16,204 0 255,0
491,0,16,11,16,204 0 255,0
492,0,16,12,16,204 0 255,0
493,0,16,13,16,204 0 255,0
494,0,16,14,16,204 0 255,0
495,0,16,15,16,204 0 255,0
496,0,16,16,16,204 0 255,0
497,0,16,17,16,204 0 255,0
498,0,16,18,16,204 0 255,0
499,0,16,19,16,204 0 255,0
500,0,16,20,16,204 0 255,0
501,0,16,21,16,204 0 255,0
502,0,16,22,16,204 0 255,0
503,0,16,23,16,204 0 255,0
504,0,16,24,16,204 0 255,0
505,0,16,25,16,204 0 255,0
506,0,16,26,16,204 0 255,0
507,0,16,27,16,204 0 255,0
508,0,16,28,16,204 0 255,0
509,0,16,29,16,204 0 255,1
510,0,17,0,11,0 178 255,0
511,0,17,1,11,0 178 255,0
512,0,17,2,11,0 178 255,0
513,0,17,3,11,0 178 255,0
514,0,17,4,11,0 178 255,0
515,0,17,5,11,0 178 255,0
516,0,17,6,11,0 178 255,1
517,0,17,7,16,204 0 255,1
518,0,17,8,16,204 0 255,0
519,0,17,9,16,204 0 255,0
520,0,17,10,16,204 0 255,0
521,0,17,11,16,204 0 255,0
522,0,17,12,16,204 0 255,0
523,0,17,13,16,204 0 255,0
524,0,17,14,16,204 0 255,0
525,0,17,15,16,204 0 255,0
526,0,17,16,16,204 0 255,0
527,0,17,17,16,204 0 255,0
528,0,17,18,16,204 0 255,0
529,0,17,19,16,204 0 255,0
530,0,17,20,16,204 0 255,0
531,0,17,21,16,204 0 255,0
532,0,17,22,16,204 0 255,0
533,0,17,23,16,204 0 255,0
534,0,17,24,16,204 0 255,0
535,0,17,25,16,204 0 255,0
536,0,17,26,16,204 0 255,0
537,0,17,27,16,204 0 255,0
538,0,17,28,16,204 0 255,0
539,0,17,29,16,204 0 255,1
540,0,18,0,11,0 178 255,0
541,0,18,1,11,0 178 255,0
542,0,18,2,11,0 178 255,0
543,0,18,3,11,0 178 255,0
544,0,18,4,11,0 178 255,0
545,0,18,5,11,0 178 255,0
546,0,18,6,11,0 178 255,1
547,0,18,7,16,204 0 255,2
548,0,18,8,16,204 0 255,0
549,0,18,9,16,204 0 255,0
550,0,18,10,16,204 0 255,0
551,0,18,11,16,204 0 255,0
552,0,18,12,16,204 0 255,0
553,0,18,13,16,204 0 255,0
554,0,18,14,16,204 0 255,0
555,0,18,15,16,204 0 255,0
556,0,18,16,16,204 0 255,0
557,0,18,17,16,204 0 255,0
558,0,18,18,16,204 0 255,0
559,0,18,19,16,204 0 255,0
560,0,18,20,16,204 0 255,0
561,0,18,21,16,204 0 255,0
562,0,18,22,16,204 0 255,0
563,0,18,23,16,204 0 255,0
564,0,18,24,16,204 0 255,0
565,0,18,25,16,204 0 255,0
566,0,18,26,16,204 0 255,0
567,0,18,27,16,204 0 255,1
568,0,18,28,16,204 0 255,1
569,0,18,29,16,204 0 255,2
570,0,19,0,11,0 178 255,0
571,0,19,1,11,0 178 255,0
572,0,19,2,11,0 178 255,0
573,0,19,3,11,0 178 255,0
574,0,19,4,11,0 178 255,0
575,0,19,5,11,0 178 255,0
576,0,19,6,11,0 178 255,0
577,0,19,7,11,0 178 255,2
578,0,19,8,16,204 0 255,2
579,0,19,9,16,204 0 255,0
580,0,19,10,16,204 0 255,0
581,0,19,11,16,204 0 255,0
582,0,19,12,16,204 0 255,0
583,0,19,13,16,204 0 255,0
584,0,19,14,16,204 0 255,0
585,0,19,15,16,204 0 255,0
586,0,19,16,16,204 0 255,0
587,0,19,17,16,204 0 255,0
588,0,19,18,16,204 0 255,0
589,0,19,19,16,204 0 255,0
590,0,19,20,16,204 0 255,0
591,0,19,21,16,204 0 255,0
592,0,19,22,16,204 0 255,0
593,0,19,23,16,204 0 255,0
594,0,19,24,16,204 0 255,0
595,0,19,25,16,204 0 255,0
596,0,19,26,16,204 0 255,2
597,0,19,27,1,255 76 0,2
598,0,19,28,1,255 76 0,1
599,0,19,29,1,255 76 0,2
600,0,20,0,11,0 178 255,0
601,0,20,1,11,0 178 255,0
602,0,20,2,11,0 178 255,0
603,0,20,3,11,0 178 255,0
604,0,20,4,11,0 178 255,0
605,0,20,5,11,0 178 255,0
606,0,20,6,11,0 178 255,0
607,0,20,7,11,0 178 255,0
608,0,20,8,11,0 178 255,2
609,0,20,9,16,204 0 255,2
610,0,20,10,16,204 0 255,0
611,0,20,11,16,204 0 255,0
612,0,20,12,16,204 0 255,0
613,0,20,13,16,204 0 255,0
614,0,20,14,16,204 0 255,0
615,0,20,15,16,204 0 255,0
616,0,20,16,16,204 0 255,0
617,0,20,17,16,204 0 255,0
618,0,20,18,16,204 0 255,0
619,0,20,19,16,204 0 255,0
620,0,20,20,16,204 0 255,0
621,0,20,21,16,204 0 255,0
622,0,20,22,16,204 0 255,0
623,0,20,23,16,204 0 255,0
624,0,20,24,16,204 0 255,0
625,0,20,25,16,204 0 255,2
626,0,20,26,1,255 76 0,2
627,0,20,27,1,255 76 0,0
628,0,20,28,1,255 76 0,0
629,0,20,29,1,255 76 0,1
630,0,21,0,11,0 178 255,0
631,0,21,1,11,0 178 255,0
632,0,21,2,11,0 178 255,0
633,0,21,3,11,0 178 255,0
634,0,21,4,11,0 178 255,0
635,0,21,5,11,0 178 255,0
636,0,21,6,11,0 178 255,0
637,0,21,7,11,0 178 255,0
638,0,21,8,11,0 178 255,0
639,0,21,9,11,0 178 255,2
640,0,21,10,16,204 0 255,2
641,0,21,11,16,204 0 255,0
642,0,21,12,16,204 0 255,0
643,0,21,13,16,204 0 255,0
