id,x,y,z,grainId,colorRGB,energy
518,0,10,18,22,102 0 255,0
519,0,10,19,22,102 0 255,0
520,0,10,20,22,102 0 255,3
521,0,10,21,22,102 0 255,9
522,0,10,22,27,255 0 152,9
523,0,10,23,27,255 0 152,3
524,0,10,24,27,255 0 152,0
525,0,10,25,27,255 0 152,0
526,0,10,26,27,255 0 152,0
527,0,10,27,27,255 0 152,0
528,0,10,28,27,255 0 152,0
529,0,10,29,27,255 0 152,0
530,0,10,30,27,255 0 152,0
531,0,10,31,27,255 0 152,3
532,0,10,32,27,255 0 152,9
533,0,10,33,17,0 152 255,9
534,0,10,34,17,0 152 255,3
535,0,10,35,17,0 152 255,0
536,0,10,36,17,0 152 255,0
537,0,10,37,17,0 152 255,0
538,0,10,38,17,0 152 255,0
539,0,10,39,17,0 152 255,0
540,0,10,40,17,0 152 255,0
541,0,10,41,17,0 152 255,0
542,0,10,42,17,0 152 255,0
543,0,10,43,17,0 152 255,3
544,0,10,44,17,0 152 255,12
545,0,10,45,25,255 0 255,6
546,0,10,46,25,255 0 255,0
547,0,10,47,25,255 0 255,0
548,0,10,48,25,255 0 255,0
549,0,10,49,25,255 0 255,9
550,0,11,0,8,101 255 0,12
551,0,11,1,7,153 255 0,12
552,0,11,2,7,153 255 0,9
553,0,11,3,7,153 255 0,9
554,0,11,4,7,153 255 0,9
555,0,11,5,7,153 255 0,6
556,0,11,6,7,153 255 0,3
557,0,11,7,7,153 255 0,1
558,0,11,8,7,153 255 0,2
559,0,11,9,7,153 255 0,5
560,0,11,10,7,153 255 0,7
561,0,11,11,7,153 255 0,12
562,0,11,12,22,102 0 255,9
563,0,11,13,22,102 0 255,3
564,0,11,14,22,102 0 255,0
565,0,11,15,22,102 0 255,0
566,0,11,16,22,102 0 255,0
567,0,11,17,22,102 0 255,0
568,0,11,18,22,102 0 255,0
569,0,11,19,22,102 0 255,3
570,0,11,20,22,102 0 255,9
571,0,11,21,27,255 0 152,9
572,0,11,22,27,255 0 152,3
573,0,11,23,27,255 0 152,0
574,0,11,24,27,255 0 152,0
575,0,11,25,27,255 0 152,0
576,0,11,26,27,255 0 152,0
577,0,11,27,27,255 0 152,0
578,0,11,28,27,255 0 152,0
579,0,11,29,27,255 0 152,0
580,0,11,30,27,255 0 152,3
581,0,11,31,27,255 0 152,9
582,0,11,32,17,0 152 255,9
583,0,11,33,17,0 152 255,3
584,0,11,34,17,0 152 255,0
585,0,11,35,17,0 152 255,0
586,0,11,36,17,0 152 255,0
587,0,11,37,17,0 152 255,0
588,0,11,38,17,0 152 255,0
589,0,11,39,17,0 152 255,0
590,0,11,40,17,0 152 255,0
591,0,11,41,17,0 152 255,0
592,0,11,42,17,0 152 255,0
593,0,11,43,17,0 152 255,5
594,0,11,44,17,0 152 255,14
595,0,11,45,25,255 0 255,10
596,0,11,46,25,255 0 255,6
597,0,11,47,25,255 0 255,4
598,0,11,48,25,255 0 255,5
599,0,11,49,25,255 0 255,12
600,0,12,0,8,101 255 0,3
601,0,12,1,8,101 255 0,6
602,0,12,2,8,101 255 0,9
603,0,12,3,8,101 255 0,9
604,0,12,4,8,101 255 0,9
605,0,12,5,8,101 255 0,12
606,0,12,6,7,153 255 0,10
607,0,12,7,7,153 255 0,8
608,0,12,8,7,153 255 0,9
609,0,12,9,7,153 255 0,14
610,0,12,10,22,102 0 255,11
611,0,12,11,22,102 0 255,6
612,0,12,12,22,102 0 255,3
613,0,12,13,22,102 0 255,0
614,0,12,14,22,102 0 255,0
615,0,12,15,22,102 0 255,0
616,0,12,16,22,102 0 255,0
617,0,12,17,22,102 0 255,0
618,0,12,18,22,102 0 255,3
619,0,12,19,22,102 0 255,9
620,0,12,20,27,255 0 152,9
621,0,12,21,27,255 0 152,3
622,0,12,22,27,255 0 152,0
623,0,12,23,27,255 0 152,0
624,0,12,24,27,255 0 152,0
625,0,12,25,27,255 0 152,0
626,0,12,26,27,255 0 152,0
627,0,12,27,27,255 0 152,0
628,0,12,28,27,255 0 152,0
629,0,12,29,27,255 0 152,3
630,0,12,30,27,255 0 152,9
631,0,12,31,17,0 152 255,9
632,0,12,32,17,0 152 255,3
633,0,12,33,17,0 152 255,0
634,0,12,34,17,0 152 255,0
635,0,12,35,17,0 152 255,0
636,0,12,36,17,0 152 255,0
637,0,12,37,17,0 152 255,0
638,0,12,38,17,0 152 255,0
639,0,12,39,17,0 152 255,0
640,0,12,40,17,0 152 255,0
641,0,12,41,17,0 152 255,0
642,0,12,42,17,0 152 255,3
643,0,12,43,17,0 152 255,10
644,0,12,44,14,0 255 203,14
645,0,12,45,14,0 255 203,12
646,0,12,46,14,0 255 203,12
647,0,12,47,14,0 255 203,14
648,0,12,48,25,255 0 255,14
649,0,12,49,8,101 255 0,12
650,0,13,0,8,101 255 0,0
651,0,13,1,8,101 255 0,0
652,0,13,2,8,101 255 0,0
653,0,13,3,8,101 255 0,0
654,0,13,4,8,101 255 0,0
655,0,13,5,8,101 255 0,3
656,0,13,6,8,101 255 0,12
657,0,13,7,7,153 255 0,17
658,0,13,8,22,102 0 255,14
659,0,13,9,22,102 0 255,6
660,0,13,10,22,102 0 255,2
661,0,13,11,22,102 0 255,0
662,0,13,12,22,102 0 255,0
663,0,13,13,22,102 0 255,0
664,0,13,14,22,102 0 255,0
665,0,13,15,22,102 0 255,0
666,0,13,16,22,102 0 255,0
667,0,13,17,22,102 0 255,3
668,0,13,18,22,102 0 255,9
669,0,13,19,27,255 0 152,9
670,0,13,20,27,255 0 152,3
671,0,13,21,27,255 0 152,0
672,0,13,22,27,255 0 152,0
673,0,13,23,27,255 0 152,0
674,0,13,24,27,255 0 152,0
675,0,13,25,27,255 0 152,0
676,0,13,26,27,255 0 152,0
677,0,13,27,27,255 0 152,0
678,0,13,28,27,255 0 152,3
679,0,13,29,27,255 0 152,9
